Register Name,Register Address,Register Width,Register Access,Register Reset Value,Register Constraints,Register Custom Type,Field Name,Field Offset,Field Width,Field Access,Field Reset Value,Field is Covered,Field is Reserved,Field is Volatile,Field Constraints,Register Description,Field Description
RW_ERX_ALL_w3,,8,RW,,,,erx_ch_03_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w3,,8,RW,,,,erx_ch_03_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w3,,8,RW,,,,erx_ch_03_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w3,,8,RW,,,,erx_ch_03_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w3,,8,RW,,,,RSVD3,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,erx_ch_04_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,erx_ch_04_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,erx_ch_04_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,erx_ch_04_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,erx_ch_04_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,RSVD4,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w5,,8,RW,,,,erx_ch_05_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w5,,8,RW,,,,erx_ch_05_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w5,,8,RW,,,,erx_ch_05_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w5,,8,RW,,,,erx_ch_05_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w5,,8,RW,,,,erx_ch_05_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w5,,8,RW,,,,RSVD5,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w6,,8,RW,,,,erx_ch_06_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w6,,8,RW,,,,erx_ch_06_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w6,,8,RW,,,,erx_ch_06_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w6,,8,RW,,,,erx_ch_06_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w6,,8,RW,,,,erx_ch_06_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w6,,8,RW,,,,RSVD6,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w7,,8,RW,,,,erx_ch_07_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w7,,8,RW,,,,erx_ch_07_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w7,,8,RW,,,,erx_ch_07_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w7,,8,RW,,,,erx_ch_07_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w7,,8,RW,,,,erx_ch_07_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w7,,8,RW,,,,RSVD7,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w8,,8,RW,,,,erx_ch_08_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w8,,8,RW,,,,erx_ch_08_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w8,,8,RW,,,,erx_ch_08_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w8,,8,RW,,,,erx_ch_08_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w8,,8,RW,,,,erx_ch_08_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w8,,8,RW,,,,RSVD8,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w9,,8,RW,,,,erx_ch_09_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w9,,8,RW,,,,erx_ch_09_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w9,,8,RW,,,,erx_ch_09_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w9,,8,RW,,,,erx_ch_09_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w9,,8,RW,,,,erx_ch_09_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w9,,8,RW,,,,RSVD9,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w10,,8,RW,,,,erx_ch_10_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w10,,8,RW,,,,erx_ch_10_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w10,,8,RW,,,,erx_ch_10_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w10,,8,RW,,,,erx_ch_10_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w10,,8,RW,,,,erx_ch_10_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w10,,8,RW,,,,RSVD10,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w11,,8,RW,,,,erx_ch_11_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w11,,8,RW,,,,erx_ch_11_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w11,,8,RW,,,,erx_ch_11_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w11,,8,RW,,,,erx_ch_11_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w11,,8,RW,,,,erx_ch_11_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w11,,8,RW,,,,RSVD11,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w12,,8,RW,,,,erx_mux_00_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w12,,8,RW,,,,erx_mux_00_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w12,,8,RW,,,,erx_mux_00_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w12,,8,RW,,,,erx_mux_00_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w12,,8,RW,,,,erx_mux_00_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w12,,8,RW,,,,RSVD12,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w13,,8,RW,,,,erx_mux_01_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w13,,8,RW,,,,erx_mux_01_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w13,,8,RW,,,,erx_mux_01_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w13,,8,RW,,,,erx_mux_01_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w13,,8,RW,,,,erx_mux_01_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w13,,8,RW,,,,RSVD13,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w14,,8,RW,,,,erx_mux_02_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w14,,8,RW,,,,erx_mux_02_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w14,,8,RW,,,,erx_mux_02_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w14,,8,RW,,,,erx_mux_02_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w14,,8,RW,,,,erx_mux_02_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w14,,8,RW,,,,RSVD14,6,2,,0x0,FALSE,TRUE,FALSE,,,
RO_ERX_ALL_w0,,8,RO,,,,tmr_err_cnt_erx,0,8,,0x0,TRUE,FALSE,TRUE,,,
RW_ETX_ALL_w0,,8,RW,,,,etx_ch_00_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w0,,8,RW,,,,etx_ch_00_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w0,,8,RW,,,,etx_ch_00_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w0,,8,RW,,,,etx_ch_00_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w1,,8,RW,,,,etx_ch_00_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w1,,8,RW,,,,etx_ch_00_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w1,,8,RW,,,,etx_ch_00_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w1,,8,RW,,,,RSVD0,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w2,,8,RW,,,,etx_ch_01_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w2,,8,RW,,,,etx_ch_01_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w2,,8,RW,,,,etx_ch_01_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w2,,8,RW,,,,etx_ch_01_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w3,,8,RW,,,,etx_ch_01_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w3,,8,RW,,,,etx_ch_01_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w3,,8,RW,,,,etx_ch_01_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w3,,8,RW,,,,RSVD1,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w4,,8,RW,,,,etx_ch_02_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w4,,8,RW,,,,etx_ch_02_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w4,,8,RW,,,,etx_ch_02_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w4,,8,RW,,,,etx_ch_02_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w5,,8,RW,,,,etx_ch_02_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w5,,8,RW,,,,etx_ch_02_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w5,,8,RW,,,,etx_ch_02_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w5,,8,RW,,,,RSVD2,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w6,,8,RW,,,,etx_ch_03_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w6,,8,RW,,,,etx_ch_03_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w6,,8,RW,,,,etx_ch_03_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w6,,8,RW,,,,etx_ch_03_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w7,,8,RW,,,,etx_ch_03_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w7,,8,RW,,,,etx_ch_03_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w7,,8,RW,,,,etx_ch_03_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w7,,8,RW,,,,RSVD3,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w8,,8,RW,,,,etx_ch_04_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w8,,8,RW,,,,etx_ch_04_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w8,,8,RW,,,,etx_ch_04_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w8,,8,RW,,,,etx_ch_04_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w9,,8,RW,,,,etx_ch_04_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w9,,8,RW,,,,etx_ch_04_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w9,,8,RW,,,,etx_ch_04_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w9,,8,RW,,,,RSVD4,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w10,,8,RW,,,,etx_ch_05_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w10,,8,RW,,,,etx_ch_05_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w10,,8,RW,,,,etx_ch_05_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w10,,8,RW,,,,etx_ch_05_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w11,,8,RW,,,,etx_ch_05_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w11,,8,RW,,,,etx_ch_05_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w11,,8,RW,,,,etx_ch_05_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w11,,8,RW,,,,RSVD5,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w12,,8,RW,,,,etx_ch_06_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w12,,8,RW,,,,etx_ch_06_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w12,,8,RW,,,,etx_ch_06_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w12,,8,RW,,,,etx_ch_06_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w13,,8,RW,,,,etx_ch_06_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w13,,8,RW,,,,etx_ch_06_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w13,,8,RW,,,,etx_ch_06_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w13,,8,RW,,,,RSVD6,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w14,,8,RW,,,,etx_ch_07_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w14,,8,RW,,,,etx_ch_07_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w14,,8,RW,,,,etx_ch_07_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w14,,8,RW,,,,etx_ch_07_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w15,,8,RW,,,,etx_ch_07_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w15,,8,RW,,,,etx_ch_07_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w15,,8,RW,,,,etx_ch_07_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w15,,8,RW,,,,RSVD7,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w16,,8,RW,,,,etx_ch_08_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w16,,8,RW,,,,etx_ch_08_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w16,,8,RW,,,,etx_ch_08_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w16,,8,RW,,,,etx_ch_08_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w17,,8,RW,,,,etx_ch_08_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w17,,8,RW,,,,etx_ch_08_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w17,,8,RW,,,,etx_ch_08_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w17,,8,RW,,,,RSVD8,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w18,,8,RW,,,,etx_ch_09_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w18,,8,RW,,,,etx_ch_09_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w18,,8,RW,,,,etx_ch_09_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w18,,8,RW,,,,etx_ch_09_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w19,,8,RW,,,,etx_ch_09_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w19,,8,RW,,,,etx_ch_09_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w19,,8,RW,,,,etx_ch_09_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w19,,8,RW,,,,RSVD9,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w20,,8,RW,,,,etx_ch_10_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w20,,8,RW,,,,etx_ch_10_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w20,,8,RW,,,,etx_ch_10_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w20,,8,RW,,,,etx_ch_10_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w21,,8,RW,,,,etx_ch_10_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w21,,8,RW,,,,etx_ch_10_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w21,,8,RW,,,,etx_ch_10_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w21,,8,RW,,,,RSVD10,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w22,,8,RW,,,,etx_ch_11_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w22,,8,RW,,,,etx_ch_11_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w22,,8,RW,,,,etx_ch_11_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w22,,8,RW,,,,etx_ch_11_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w23,,8,RW,,,,etx_ch_11_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w23,,8,RW,,,,etx_ch_11_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w23,,8,RW,,,,etx_ch_11_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w23,,8,RW,,,,RSVD11,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w24,,8,RW,,,,etx_ch_12_invert_data,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w24,,8,RW,,,,etx_ch_12_drive_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w24,,8,RW,,,,etx_ch_12_pre_emphasis_mode,4,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w24,,8,RW,,,,etx_ch_12_pre_emphasis_width,6,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w25,,8,RW,,,,etx_ch_12_pre_emphasis_width,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w25,,8,RW,,,,etx_ch_12_pre_emphasis_strength,1,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w25,,8,RW,,,,etx_ch_12_lowSupplyR,4,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w25,,8,RW,,,,RSVD12,5,3,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w26,,8,RW,,,,etx_mux_00_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w26,,8,RW,,,,etx_mux_00_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w26,,8,RW,,,,etx_mux_00_drive_strength,2,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w26,,8,RW,,,,etx_mux_00_pre_emphasis_mode,5,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w26,,8,RW,,,,etx_mux_00_pre_emphasis_width,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w27,,8,RW,,,,etx_mux_00_pre_emphasis_width,0,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w27,,8,RW,,,,etx_mux_00_pre_emphasis_strength,2,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w27,,8,RW,,,,etx_mux_00_lowSupplyR,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w27,,8,RW,,,,RSVD13,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w28,,8,RW,,,,etx_mux_01_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w28,,8,RW,,,,etx_mux_01_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w28,,8,RW,,,,etx_mux_01_drive_strength,2,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w28,,8,RW,,,,etx_mux_01_pre_emphasis_mode,5,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w28,,8,RW,,,,etx_mux_01_pre_emphasis_width,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w29,,8,RW,,,,etx_mux_01_pre_emphasis_width,0,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w29,,8,RW,,,,etx_mux_01_pre_emphasis_strength,2,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w29,,8,RW,,,,etx_mux_01_lowSupplyR,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w29,,8,RW,,,,RSVD14,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w30,,8,RW,,,,etx_mux_02_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w30,,8,RW,,,,etx_mux_02_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w30,,8,RW,,,,etx_mux_02_drive_strength,2,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w30,,8,RW,,,,etx_mux_02_pre_emphasis_mode,5,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w30,,8,RW,,,,etx_mux_02_pre_emphasis_width,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w31,,8,RW,,,,etx_mux_02_pre_emphasis_width,0,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w31,,8,RW,,,,etx_mux_02_pre_emphasis_strength,2,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w31,,8,RW,,,,etx_mux_02_lowSupplyR,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w31,,8,RW,,,,RSVD15,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ETX_ALL_w32,,8,RW,,,,etx_mux_03_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w32,,8,RW,,,,etx_mux_03_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w32,,8,RW,,,,etx_mux_03_drive_strength,2,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w32,,8,RW,,,,etx_mux_03_pre_emphasis_mode,5,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w32,,8,RW,,,,etx_mux_03_pre_emphasis_width,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w33,,8,RW,,,,etx_mux_03_pre_emphasis_width,0,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w33,,8,RW,,,,etx_mux_03_pre_emphasis_strength,2,3,,0x3,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w33,,8,RW,,,,etx_mux_03_lowSupplyR,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ETX_ALL_w33,,8,RW,,,,RSVD16,6,2,,0x0,FALSE,TRUE,FALSE,,,
RO_ETX_ALL_w0,,8,RO,,,,tmr_err_cnt_etx,0,8,,0x0,TRUE,FALSE,TRUE,,,
WO_CLOCKS_AND_RESETS_ALL_w0,,8,WO,,,,I2C_WO_pusm_timeout_pll_action_rst,0,1,,0x0,TRUE,FALSE,FALSE,,,Reset signal for the PLL timeout action counter (I2C_RO_pusm_timeout_pll_action_counter)
